
#<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<
30-08-2017 11:00:33 PID: 8325
Attaching to process ID 8325, please wait...
Debugger attached successfully.
Server compiler detected.
JVM version is 25.65-b01
class_loader	classes	bytes	parent_loader	alive?	type
 1355    23        64        504           0      632           1        32       256      304     1280     1584 com.sun.xml.bind.v2.runtime.NameList
 1356    23        64        504           0     9984          39      1929      9560     7304    13328    20632 com.sun.xml.ws.api.addressing.WSEndpointReference
 1357  4413        64        664           0     1088           5        80       944      688     2192     2880 com.sun.xml.ws.encoding.fastinfoset.FastInfosetStreamSOAP11Codec
 1358  4436        64        696           0     1568           6       118      1176      888     2784     3672 com.sun.xml.ws.protocol.soap.ServerMUTube
 1359    23        64        600           0     2208           8       244      1608     1280     3472     4752 com.sun.xml.ws.server.ServiceDefinitionImpl
 1360   133        64        600           0     1320          10       171      1648     1032     2816     3848 java.lang.ClassValue$Entry
 1361  4668        64        568           0     2344          33       381      6880     2984     7472    10456 java.lang.Float
 1362  4644        64        648           0      536           5        34      1384      464     2320     2784 java.lang.RuntimeException
 1363    23        64        520           0     2272           5       276      3752      888     5896     6784 java.lang.StringCoding$StringDecoder
 1364  4643        64        648           0      480           4        24       608      392     1552     1944 java.lang.VirtualMachineError
 1365    92        64        560           0      384           3        12       448      280     1280     1560 java.lang.ref.ReferenceQueue$Null
 1366  5071        64       1008           0     1552           9       297      1624     1160     3344     4504 java.util.Hashtable$EntrySet
 1367  5064        64        856           0      784           6        50       912      608     2208     2816 java.util.Hashtable$ValueCollection
 1368  5216        64        664           0      592           4        65       656      472     1672     2144 java.util.concurrent.CountDownLatch$Sync
 1369  5069        64       1448           0     3680          35      1881      7528     5200     8072    13272 java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
 1370  5069        64       1344           0     3232          28       583      4760     3072     6936    10008 java.util.concurrent.SynchronousQueue
 1371    23        64        512           0     1192           2       103       400      432     1896     2328 java.util.logging.LogManager$LogNode
 1372  5247        64        552           0      352           2        40      1080      248     1904     2152 java.util.regex.Pattern$Dot
 1373  6042        64        800           0     2080          12       387      2304     1632     3904     5536 oracle.jdbc.oracore.OracleTypeRAW
 1374    23        64        544           0     2064           7       371      1512     1224     3168     4392 oracle.jms.AQjmsGeneralDBConnection
 1375    23        64       1424           0    15816          63      3968     17840    14288    21744    36032 org.apache.catalina.core.ApplicationContext
 1376  6456        64       1128           0     9528          31      2010      8376     6880    12784    19664 org.apache.catalina.loader.WebappLoader
 1377  6414        64        512           0     1096           3        75       632      648     1896     2544 org.apache.catalina.mapper.Mapper$ContextVersion
 1378    21        64       1104           0     1632           2       102       504      624     2888     3512 org.apache.catalina.realm.LockOutRealm$1
 1379  5671        64       1080           0    21480          46      8479     23824    22344    24952    47296 org.apache.catalina.servlets.DefaultServlet
 1380  6464        64        968           0     5616          10      1109      6576     3432    10024    13456 org.apache.catalina.webresources.DirResourceSet
 1381  6485        64       1680           0     3184          21       503      5248     3104     7536    10640 org.apache.commons.collections.map.LRUMap
 1382    23        64        512           0      584           2        46       376      352     1328     1680 org.apache.coyote.http11.AbstractNioInputBuffer$HeaderParseData
 1383    23        64        680           0     1928          11       293      2224     1648     3536     5184 org.apache.coyote.http11.filters.BufferedInputFilter
 1384    23        64        640           0     1232           7       199      1440     1096     2496     3592 org.apache.coyote.http11.filters.IdentityOutputFilter
 1385  5236        64        808           0     9056          20      2077      8072     6640    11712    18352 org.apache.juli.ClassLoaderLogManager
 1386  6591        64        736           0     1800           4       141       936      832     2840     3672 org.apache.juli.logging.ch.qos.logback.classic.joran.action.LevelAction
 1387  4642        64        552           0     1328           8       159      1504     1136     2592     3728 org.apache.juli.logging.ch.qos.logback.core.joran.spi.ConsoleTarget
 1388    23        64        512           0     2432           6       456      1672     1504     3376     4880 org.apache.tomcat.util.http.HttpMessages
 1389    23        64        576           0     2144          14       259      2552     1704     3896     5600 org.apache.tomcat.util.threads.LimitLatch
 1390  5216        64        664           0      872           3        71       600      528     1840     2368 org.apache.tomcat.util.threads.LimitLatch$Sync
 1391    23        64        536           0     2336           2       240       848      984     2984     3968 org.apache.tomcat.util.threads.TaskThreadFactory
 1392  5812        64        680           0     5904          23      1722      6896     5688     8248    13936 org.apache.xalan.processor.TransformerFactoryImpl
 1393  7180        64        720           0     2200          15       925      5664     2840     6168     9008 org.apache.xmlbeans.impl.piccolo.xml.XMLReaderReader
 1394  7184        64        592           0      496           3        26       536      408     1416     1824 org.apache.xmlbeans.impl.regex.Op$ModifierOp
 1395  7192        64        688           0      432           2        12       352      296     1360     1656 org.apache.xmlbeans.impl.regex.SchemaRegularExpression$1
 1396  7192        64        688           0      448           2        12       352      304     1376     1680 org.apache.xmlbeans.impl.regex.SchemaRegularExpression$2
 1397  7192        64        688           0      448           2        12       352      304     1376     1680 org.apache.xmlbeans.impl.regex.SchemaRegularExpression$3
 1398    23        64        520           0     1256           8       242      1488     1096     2480     3576 org.hibernate.cache.access.AccessType
 1399  7860        64       1248           0      616           7        34      1120      760     2536     3296 org.hibernate.hql.ast.tree.UpdateStatement
 1400    23        64        568           0     2584          11       330      3776     1776     5456     7232 org.hibernate.type.TypeResolver
 1401  2143        64        744           0     3840          19       641      3672     2520     6104     8624 sun.nio.ch.ServerSocketAdaptor
 1402  8559        64        600           0     2704          14       835      2968     2176     4464     6640 sun.security.util.MemoryCache
 1403    23        64        520           0     2104           8       273      1480     1032     3272     4304 sun.security.x509.KeyIdentifier
 1404  8575        64        760           0     3968          18       916      3664     2832     6136     8968 sun.security.x509.NetscapeCertTypeExtension
 1405  8575        64        736           0     2344          11       355      2016     1448     3984     5432 sun.security.x509.SubjectKeyIdentifierExtension
 1406    -1        56        480           0        0           0         0         0       48      584      632 [Lcom.sun.org.apache.xerces.internal.impl.dv.XSSimpleType;
 1407    -1        56        480           0        0           0         0         0       24      584      608 [Lcom.sun.org.apache.xerces.internal.impl.xs.util.XInt;
 1408    -1        56        480           0        0           0         0         0       24      584      608 [Ljava.lang.Runnable;
 1409    -1        56        480           0        0           0         0         0       24      584      608 [Lorg.apache.catalina.mapper.Mapper$MappedWrapper;
 1410    -1        56        480           0        0           0         0         0       40      584      624 [Lorg.apache.coyote.AsyncStateMachine$AsyncState;
 1411    -1        56        480           0        0           0         0         0       40      584      624 [Lorg.apache.tomcat.dbcp.pool2.PooledObjectState;
 1412    -1        56        480           0        0           0         0         0       40      584      624 [Lorg.apache.tomcat.util.net.SocketStatus;
 1413    -1        56        480           0        0           0         0         0       40      584      624 [Lsun.util.logging.PlatformLogger$Level;
 1414  3447        56        904           0     1920           4       206      2832      864     5032     5896 ch.qos.logback.classic.layout.TTLLLayout
 1415    23        56        736           0     3608          32       894      6856     4752     7000    11752 com.dset.ta.utilities.ApplicationCache
 1416    23        56        768           0    12192          36      7351     16944    15464    15328    30792 com.sun.org.apache.xml.internal.resolver.Catalog
 1417  4257        56        888           0     7104          41      7123     29416    13520    24672    38192 com.sun.xml.stream.XMLEntityReaderImpl
 1418    23        56       1376           0    12544          69      4848     25688    13016    27608    40624 com.sun.xml.stream.XMLReaderImpl
 1419    31        56        544           0     2808          26      1083      4920     3192     5560     8752 java.lang.invoke.LambdaFormEditor$Transform
 1420  5174        56        576           0     1056           3        68      1328      464     2736     3200 java.util.concurrent.ConcurrentHashMap$EntryIterator
 1421  5242        56        672           0     1936           4       188       816      648     2920     3568 java.util.logging.ConsoleHandler
 1422    23        56        944           0     3840          44      1530      8328     5400     8488    13888 oracle.jms.AQjmsDestination
 1423  6188        56        832           0     3256          21      2817      6992     5792     5840    11632 oracle.sql.converter.CharacterConverter1Byte
 1424   416        56       1024           0     4312          13      1042      4432     3888     6248    10136 org.apache.catalina.mbeans.MemoryUserDatabaseMBean
 1425    23        56        912           0    38712          51     13964     63144    33232    70432   103664 org.apache.catalina.startup.ContextConfig
 1426  6460        56       1032           0     5584           8      1172      3272     3264     6928    10192 org.apache.catalina.valves.ErrorReportValve
 1427    23        56        648           0     4712          20      1062      8864     3864    10864    14728 org.apache.catalina.webresources.Cache
 1428    23        56        632           0     3040          16       685      3936     3160     4976     8136 org.apache.tomcat.util.scan.StandardJarScanFilter
 1429  7859        56       1184           0      344           3        11       480      384     1856     2240 org.hibernate.hql.ast.tree.IsNotNullLogicOperatorNode
 1430    -1        48        480           0        0           0         0         0       40      584      624 [Lcom.dset.ta.ws.schema.ServiceChargeType;
 1431    -1        48        480           0        0           0         0         0       40      584      624 [Lcom.dset.ta.ws.schema.StatusType;
 1432    -1        48        480           0        0           0         0         0       24      584      608 [Lcom.sun.beans.util.Cache$CacheEntry;
 1433    -1        48        480           0        0           0         0         0       40      584      624 [Lcom.sun.management.VMOption$Origin;
 1434    -1        48        480           0        0           0         0         0       40      584      624 [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit;
 1435    -1        48        480           0        0           0         0         0       40      584      624 [Lcom.sun.xml.bind.v2.model.impl.ClassInfoImpl$PropertyGroup;
 1436    -1        48        480           0        0           0         0         0       24      584      608 [Ljava.beans.WeakIdentityMap$Entry;
 1437    -1        48        480           0        0           0         0         0       32      584      616 [Ljava.lang.StackTraceElement;
 1438    -1        48        480           0        0           0         0         0       40      584      624 [Ljava.lang.invoke.MethodHandleImpl$Intrinsic;
 1439    -1        48        480           0        0           0         0         0       40      584      624 [Ljava.math.RoundingMode;
 1440    -1        48        480           0        0           0         0         0       32      584      616 [Ljava.net.InetSocketAddress;
 1441    -1        48        480           0        0           0         0         0       40      584      624 [Ljava.util.concurrent.TimeUnit;
 1442    -1        48        480           0        0           0         0         0       40      584      624 [Ljavax.jws.soap.SOAPBinding$ParameterStyle;
 1443    -1        48        480           0        0           0         0         0       40      584      624 [Ljavax.jws.soap.SOAPBinding$Style;
 1444    -1        48        480           0        0           0         0         0       40      584      624 [Ljavax.jws.soap.SOAPBinding$Use;
 1445    -1        48        480           0        0           0         0         0       40      584      624 [Ljavax.persistence.FetchType;
 1446    -1        48        480           0        0           0         0         0       40      584      624 [Ljavax.persistence.PessimisticLockScope;
 1447    -1        48        480           0        0           0         0         0       40      584      624 [Ljavax.persistence.metamodel.Attribute$PersistentAttributeType;
 1448    -1        48        480           0        0           0         0         0       40      584      624 [Ljdk.net.SocketFlow$Status;
 1449    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.apache.catalina.Container;
 1450    -1        48        480           0        0           0         0         0       24      584      608 [Lorg.apache.catalina.InstanceListener;
 1451    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.apache.tomcat.util.net.AbstractEndpoint$Acceptor;
 1452    -1        48        480           0        0           0         0         0       40      584      624 [Lorg.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState;
 1453    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.apache.tomcat.util.net.NioEndpoint$Poller;
 1454    -1        48        480           0        0           0         0         0       40      584      624 [Lorg.apache.tomcat.util.net.jsse.openssl.EncryptionLevel;
 1455    -1        48        480           0        0           0         0         0       40      584      624 [Lorg.apache.tomcat.util.net.jsse.openssl.MessageDigest;
 1456    -1        48        480           0        0           0         0         0       40      584      624 [Lorg.hibernate.cfg.MetadataSourceType;
 1457    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.AutoFlushEventListener;
 1458    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.DeleteEventListener;
 1459    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.DirtyCheckEventListener;
 1460    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.EvictEventListener;
 1461    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.FlushEntityEventListener;
 1462    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.FlushEventListener;
 1463    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.InitializeCollectionEventListener;
 1464    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.LoadEventListener;
 1465    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.LockEventListener;
 1466    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.PostLoadEventListener;
 1467    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.PreLoadEventListener;
 1468    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.RefreshEventListener;
 1469    -1        48        480           0        0           0         0         0       32      584      616 [Lorg.hibernate.event.ReplicateEventListener;
 1470    -1        48        480           0        0           0         0         0       24      584      608 [Lsun.security.x509.NetscapeCertTypeExtension$MapEntry;
 1471    -1        48        480           0        0           0         0         0       24      584      608 [Lsun.util.calendar.Era;
 1472  3422        48        888           0     5080          16      1014      6168     3896     8608    12504 ch.qos.logback.classic.pattern.ThrowableProxyConverter
 1473  3465        48        736           0     2688           3       442      1136     1264     3560     4824 ch.qos.logback.core.joran.action.DefinePropertyAction
 1474   915        48        880           0     3816          22       461      4392     3072     6456     9528 ch.qos.logback.core.joran.spi.InterpretationContext
 1475    23        48        672           0     5392          23       924      5616     4304     7816    12120 ch.qos.logback.core.joran.spi.Interpreter
 1476   915        48        712           0     3008           7       558      2064     1840     4176     6016 ch.qos.logback.core.rolling.helper.RenameUtil
 1477    23        48        640           0     1800          10       328      2960     1760     3920     5680 ch.qos.logback.core.spi.AppenderAttachableImpl
 1478    23        48        552           0     1392           5       106      1696      784     3080     3864 ch.qos.logback.core.spi.FilterAttachableImpl
 1479    23        48        496           0      280           1         5       160      112      944     1056 ch.qos.logback.core.spi.LogbackLock
 1480    23        48        496           0      280           1         5       160      112      944     1056 ch.qos.logback.core.spi.LogbackLock
 1481  4642        48        552           0      824           4        74       680      568     1768     2336 ch.qos.logback.core.subst.Node$Type
 1482    23        48        504           0     1968           5       295      1328     1240     2880     4120 ch.qos.logback.core.util.FileSize
 1483  4642        48        552         144     1192           6       136      1112      992     2288     3280 com.dset.ta.ws.schema.ServiceChargeType
 1484  4642        48        552          56      952           6        83      1000      768     2064     2832 com.dset.ta.ws.schema.StatusType
 1485    23        48        504           0      440           1        15       160      184     1096     1280 com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry
 1486    68        48        976           0      376           2        10       304      248     1600     1848 com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
 1487  3771        48        720           0     1344           6        76       960      648     2600     3248 com.sun.jmx.mbeanserver.StandardMBeanSupport
 1488    23        48        552           0     1424           8       159      1344      880     2680     3560 com.sun.jmx.mbeanserver.WeakIdentityHashMap
 1489  3816        48        600           0     2736           6       335      1400     1224     3768     4992 com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver
 1490  3824        48        512           0     1472           4       204       872      720     2312     3032 com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl
 1491    23        48        536           0      952           2        68       456      464     1680     2144 com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator
 1492  5756        48        664           0     1680          16       207      3184     2040     3728     5768 com.sun.org.apache.xerces.internal.jaxp.datatype.DatatypeFactoryImpl
 1493    23        48        744           0     2032          21       475      6840     2808     7224    10032 com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy
 1494    23        48        632           0      888           7        75      1208      840     2176     3016 com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy
 1495    23        48        752           0     7152          60      6455     18960    14784    13136    27920 com.sun.org.apache.xerces.internal.util.URI
 1496    23        48        576           0     2952           4       541      1568     1672     3752     5424 com.sun.org.apache.xml.internal.resolver.helpers.BootstrapResolver
 1497  4837        48        576           0     1656           7       284      1408     1152     2832     3984 com.sun.proxy.$Proxy43
 1498  4072        48        760           0     3864          27       598      9880     4160    10760    14920 com.sun.xml.bind.v2.model.annotation.RuntimeInlineAnnotationReader
 1499  4078        48        688           0      848           9        83      1544     1016     2368     3384 com.sun.xml.bind.v2.model.annotation.XmlSchemaQuick
 1500    23        48        712           0     2608          14       229      2840     2048     4456     6504 com.sun.xml.bind.v2.runtime.ElementBeanInfoImpl$1
 1501  3755        48       1144           0      616           3        23       496      472     2072     2544 com.sun.xml.bind.v2.runtime.JAXBContextImpl$1
 1502  3755        48       1144           0      616           3        23       496      472     2072     2544 com.sun.xml.bind.v2.runtime.JAXBContextImpl$2
 1503    23        48        576           0     1448          10       656      5224     1864     5704     7568 com.sun.xml.stream.XMLDocumentFragmentScannerImpl$ElementStack
 1504  4577        48        624           0     1592          11       492      2464     1888     3176     5064 com.sun.xml.stream.XMLEntityManager$RewindableInputStream
 1505  4601        48        688           0     2520          14      2347     10064     4960     8712    13672 com.sun.xml.stream.xerces.impl.io.UTF8Reader
 1506  4278        48       1264           0      952           5       119      1224      736     2992     3728 com.sun.xml.stream.xerces.util.XMLAttributesIteratorImpl
 1507    17        48       1000           0      360           1         5       160      216     1520     1736 com.sun.xml.ws.api.PropertySet$PropertyMap
 1508  4642        48        552           0      872           4        81       704      576     1816     2392 com.sun.xml.ws.api.model.wsdl.WSDLDescriptorKind
 1509    23        48        528           0      928           5        84       960      704     1928     2632 com.sun.xml.ws.api.pipe.Engine
 1510  4491        48        520           0      616           3        23       496      376     1448     1824 com.sun.xml.ws.api.server.Adapter$1
 1511  4375        48        528           0      992           4        81       768      592     1896     2488 com.sun.xml.ws.api.server.SDDocumentSource$1
 1512    23        48        576           0     1200           6        93      1096      840     2320     3160 com.sun.xml.ws.encoding.SOAPBindingCodec$AcceptContentType
 1513  4408        48        744           0     1016           6        59      1032      784     2304     3088 com.sun.xml.ws.encoding.StreamSOAP11Codec
 1514  4303        48        552           0     1048           6        64      1112      784     2160     2944 com.sun.xml.ws.model.wsdl.WSDLProperties
 1515  4455        48        512           0     3280           3       332       920     1008     3928     4936 com.sun.xml.ws.server.sei.EndpointArgumentsBuilder$RpcLit
 1516    23        48        528           0     3696           3       483      1232     1440     4336     5776 com.sun.xml.ws.server.sei.PayloadQNameBasedDispatcher
 1517    23        48        504           0      760           3        79       608      488     1576     2064 com.sun.xml.ws.transport.http.HttpAdapterList$PortInfo
 1518  4491        48        512           0      664           3        33       544      416     1488     1904 com.sun.xml.ws.util.Pool$Marshaller
 1519  4491        48        512           0      624           3        28       520      384     1456     1840 com.sun.xml.ws.util.Pool$TubePool
 1520  4642        48        552           0      768           4        73       648      528     1720     2248 java.io.File$PathStatus
 1521  4703        48        912           0     1392          11       254      1808     1112     3280     4392 java.lang.invoke.BoundMethodHandle$Species_L4
 1522    23        48        504           0    11792          57      3495     12360     8848    16624    25472 java.lang.invoke.MethodHandles$Lookup
 1523  4946        48        584           0      360           2        13       304      256     1200     1456 java.lang.reflect.ReflectPermission
 1524    23        48        504           0     1768           4       308       920      800     2608     3408 java.net.InetAddress$Cache
 1525  4642        48        552           0      800           4        73       648      544     1744     2288 java.net.InetAddress$Cache$Type
 1526    23        48        504           0      440           1        15       160      184     1096     1280 java.net.InetAddress$CacheEntry
 1527  4642        48        576           0      752           4        73       648      536     1728     2264 java.net.StandardProtocolFamily
 1528    23        48        552           0     2184          13       358      5952     1632     7528     9160 java.nio.charset.CoderResult
 1529    23        48        504           0      640           3        52       488      376     1464     1840 java.nio.charset.CodingErrorAction
 1530    23        48        504           0     1784           7       274      2176     1016     3728     4744 java.security.CodeSigner
 1531  4946        48        584           0      360           2        13       304      256     1200     1456 java.sql.SQLPermission
 1532    23        48        520           0     1776           7       184      1536      976     3200     4176 java.text.AttributedCharacterIterator$Attribute
 1533    23        48        552           0     2896          10       930      2488     2048     4240     6288 java.util.Base64$Decoder
 1534  5071        48       1000           0      856           7        67      1072      704     2512     3216 java.util.Hashtable$KeySet
 1535  5068        48       2376           0     9208          90      5054     18856    12800    19024    31824 java.util.concurrent.ConcurrentSkipListMap
 1536    23        48        528           0      592           2        29       328      328     1352     1680 java.util.concurrent.Executors$RunnableAdapter
 1537  5222        48        704           0      432           3        15       760      352     1776     2128 java.util.concurrent.locks.ReentrantReadWriteLock$FairSync
 1538  5247        48        552           0      560           2        44       336      304     1344     1648 java.util.regex.Pattern$7
 1539  2686        48        528           0     1704           6       966      2320     1736     3112     4848 java.util.regex.Pattern$GroupCurly
 1540  4642        48        552           0      808           4        73       680      568     1752     2320 javax.jws.soap.SOAPBinding$ParameterStyle
 1541  4642        48        552           0      808           4        73       680      568     1752     2320 javax.jws.soap.SOAPBinding$Style
 1542  4642        48        552           0      808           4        73       680      568     1752     2320 javax.jws.soap.SOAPBinding$Use
 1543  4642        48        552           0      784           4        74       680      536     1736     2272 javax.persistence.CacheRetrieveMode
 1544  4642        48        552           0      784           4        74       680      536     1736     2272 javax.persistence.FetchType
 1545  4642        48        552           0      784           4        74       680      536     1736     2272 javax.persistence.PersistenceContextType
 1546  4642        48        552           0      784           4        74      1072      536     2128     2664 javax.persistence.PessimisticLockScope
 1547  4642        48        552           0      784           4        74       680      536     1736     2272 javax.persistence.spi.PersistenceUnitTransactionType
 1548  4642        48        552           0      768           4        73       680      536     1720     2256 javax.xml.bind.annotation.XmlAccessOrder
 1549  5840        48        512           0      888           6       130      1136      776     1960     2736 javax.xml.ws.soap.MTOMFeature
 1550    23        48        512           0     1544           5       132       936      776     2496     3272 oracle.jdbc.driver.ClassRef
 1551  5913        48        560           0     1032           5       140       920      672     2064     2736 oracle.jdbc.driver.RowidBinder
 1552  5915        48        552           0      488           2        14       312      256     1288     1544 oracle.jdbc.driver.RowidCopyingBinder
 1553  1551        48        576           0      440           4        19       600      384     1440     1824 oracle.jdbc.driver.RowidNullBinder
 1554    23        48        880           0     5192          62      3268     13624     9192    11280    20472 oracle.jpub.runtime.MutableArray
 1555    23        48        680           0    10944          26      2999     10688     9672    13240    22912 org.apache.catalina.core.DefaultInstanceManager
 1556  6460        48        984           0     2136           4       211      1040     1000     3400     4400 org.apache.catalina.core.StandardContextValve
 1557  6460        48        984           0     1456           4       115       840      776     2776     3552 org.apache.catalina.core.StandardEngineValve
 1558  6460        48        984           0     6952           8      1382      3696     3736     8256    11992 org.apache.catalina.core.StandardHostValve
 1559  6456        48        952           0     6736          18      2350     16896     6840    18200    25040 org.apache.catalina.mapper.MapperListener
 1560    23        48        504           0     1096           6       160      1248      952     2152     3104 org.apache.catalina.realm.RealmBase$AllRolesMode
 1561    23        48        872           0    17648          46     10586     26184    24056    21432    45488 org.apache.catalina.startup.HostConfig
 1562    23        48        816           0     7320          25      1882      7728     6488     9880    16368 org.apache.catalina.users.MemoryUserDatabase
 1563  6459        48        864           0     1016           2       233       728      704     2080     2784 org.apache.catalina.util.StandardSessionIdGenerator
 1564    23        48        648           0     4040          20      1178      5216     3656     6624    10280 org.apache.coyote.AsyncStateMachine
 1565    23        48        640           0     1184           8       259      1672     1248     2552     3800 org.apache.coyote.http11.filters.ChunkedOutputFilter
 1566    23        48        648           0     1880           9       214      1768     1352     3280     4632 org.apache.coyote.http11.filters.GzipOutputFilter
 1567  4599        48        616           0      912           5       103       968      784     2000     2784 org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream
 1568    23        48        528           0      584           2        31       384      328     1344     1672 org.apache.juli.logging.ch.qos.logback.classic.pattern.ClassNameOnlyAbbreviator
 1569  6591        48        736           0     2680           3       441      1128     1256     3552     4808 org.apache.juli.logging.ch.qos.logback.core.joran.action.DefinePropertyAction
 1570   367        48        880           0     3792          22       461      4392     3072     6432     9504 org.apache.juli.logging.ch.qos.logback.core.joran.spi.InterpretationContext
 1571    23        48        672           0     5328          23       929      5624     4304     7760    12064 org.apache.juli.logging.ch.qos.logback.core.joran.spi.Interpreter
 1572    23        48        560           0     1824          15       537      3312     2336     3648     5984 org.apache.juli.logging.ch.qos.logback.core.pattern.FormatInfo
 1573    23        48        496           0      280           1         5       160      112      944     1056 org.apache.juli.logging.ch.qos.logback.core.spi.LogbackLock
 1574  4642        48        552           0      808           4        73       680      568     1752     2320 org.apache.juli.logging.ch.qos.logback.core.subst.Node$Type
 1575    23        48        600           0      992          13       112      2232     1360     2760     4120 org.apache.tomcat.dbcp.pool2.impl.AbandonedConfig
 1576  6839        48        592           0     1728           2       141       552      576     2456     3032 org.apache.tomcat.util.descriptor.web.AbsoluteOrderingRule
 1577    23        48        648           0     2176          21       277      3768     2472     4608     7080 org.apache.tomcat.util.descriptor.web.FilterDef
 1578  6839        48        592           0     1712           2       138       560      552     2440     2992 org.apache.tomcat.util.descriptor.web.IgnoreAnnotationsRule
 1579  6839        48        592           0     1032           3        61       648      528     1904     2432 org.apache.tomcat.util.descriptor.web.NameRule
 1580  6839        48        592           0     1056           2        71       464      440     1832     2272 org.apache.tomcat.util.descriptor.web.RelativeOrderingRule
 1581  6839        48        592           0     1024           2        81       536      464     1816     2280 org.apache.tomcat.util.descriptor.web.ServiceQnameRule
 1582  6839        48        592           0     1328           3       141       752      632     2176     2808 org.apache.tomcat.util.descriptor.web.ServletDefCreateRule
 1583    23        48        648           0     1488          19       133      3216     1936     3800     5736 org.apache.tomcat.util.descriptor.web.SessionConfig
 1584  6839        48        592           0      896           2        53       448      376     1688     2064 org.apache.tomcat.util.descriptor.web.SetAuthConstraintRule
 1585  6839        48        592           0     1256           2        77       472      424     2024     2448 org.apache.tomcat.util.descriptor.web.SetDistributableRule
 1586  6839        48        592           0      552           2        33       416      344     1368     1712 org.apache.tomcat.util.descriptor.web.SetJspConfig
 1587  6839        48        592           0      552           2        33       416      344     1368     1712 org.apache.tomcat.util.descriptor.web.SetLoginConfig
 1588  6839        48        592           0     1256           2        77       472      424     2024     2448 org.apache.tomcat.util.descriptor.web.SetOverrideRule
 1589  6839        48        592           0     1928           2       234       744      792     2624     3416 org.apache.tomcat.util.descriptor.web.SetPublicIdRule
 1590  6839        48        592           0      552           2        33       416      344     1368     1712 org.apache.tomcat.util.descriptor.web.SetSessionConfig
 1591  6839        48        592           0      968           2        76       528      456     1760     2216 org.apache.tomcat.util.descriptor.web.SoapHeaderRule
 1592  6839        48        592           0     1512           2       106       504      480     2256     2736 org.apache.tomcat.util.descriptor.web.VersionRule
 1593    23        48        544           0     8760          29      2876      9480     8096    11352    19448 org.apache.tomcat.util.http.LegacyCookieProcessor
 1594    23        48        536           0      760           5       146      1040      744     1776     2520 org.apache.tomcat.util.http.ServerCookies
 1595    23        48        536           0     3968           7       929      2648     2496     4952     7448 org.apache.tomcat.util.net.NioBlockingSelector
 1596  6864        48        536           0     2520           2       331      1024     1168     3136     4304 org.apache.tomcat.util.net.NioEndpoint$Acceptor
 1597    23        48        536           0      808           2        65       352      344     1552     1896 org.apache.xerces.impl.dv.dtd.ListDatatypeValidator
 1598    23        48        640           0     2544          15       595      3336     2448     4408     6856 org.apache.xml.utils.DefaultErrorHandler
 1599    23        48        504           0      840           6       165      2360      816     3080     3896 org.apache.xmlbeans.impl.piccolo.util.IntStack
 1600    23        48        584           0     2120          11       666      5832     2088     6784     8872 org.apache.xmlbeans.impl.piccolo.xml.FastNamespaceSupport
 1601  7182        48        568           0      432           2        19       360      296     1240     1536 org.apache.xmlbeans.impl.regex.Op$RangeOp
 1602    23        48        504           0     2264          11       547      2784     1928     3992     5920 org.apache.xmlbeans.impl.store.CharUtil$CharIterator
 1603    23        48        512           0     1160           5       143       944      752     2136     2888 org.hibernate.ConnectionReleaseMode
 1604    23        48        512           0     1024           5       152       952      768     2008     2776 org.hibernate.EntityMode
 1605    23        48        504           0     1104           4       141       776      704     1992     2696 org.hibernate.FetchMode
 1606  4642        48        552           0      784           4        74       680      536     1736     2272 org.hibernate.annotations.PolymorphismType
 1607  2923        48        584           0     1856           6       329      1528     1304     2928     4232 org.hibernate.cfg.EJB3DTDEntityResolver
 1608  4642        48        552           0     1312           6       154      1088      840     2392     3232 org.hibernate.cfg.MetadataSourceType
